C.D.S.  -  SIMBAD4 rel 1.5.8  -  2016.10.08EDT11:44:25

maintype = 'Flare Star'
-----------------------

Number of objects : 2026

 #  |         identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
1830|V* OP Mon                    |Fl*|100.27008 +09.74258        |     ~|15.4  |18.032|17.167|15.962|~              |   8|   0
1831|MASTER OT J202506.02+582034.9|Fl*|306.274662 +58.343119      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
1832|V* V350 Tau                  |Fl*|057.10342 +22.40731        |     ~|16.99 |15.44 |     ~|13.03 |M              |  16|   0
1833|V* V357 Tau                  |Fl*|057.29696 +23.55528        |13.6  |15.60 |14.23 |     ~|12.50 |K6Ve           |  31|   0
1834|GJ 4187                      |Fl*|319.4006353 -08.9031253    |     ~|13.63 |12.119|11.85 | 9.75 |M1             |  14|   0
1835|GJ 3537                      |Fl*|137.413192 +06.703039      |     ~|14.892|13.35 |     ~|     ~|M3...          |  20|   0
1836|2MASS J03433551+2621311      |Fl*|055.89796 +26.35864        |     ~|16.1  |     ~|14.1  |11.9  |~              |   3|   0
1837|V* V1117 Tau                 |Fl*|069.56508 +23.04100        |     ~|15.12 |     ~|12.700|     ~|M1             |  22|   0
1838|V* V528 Tau                  |Fl*|056.59775 +24.03094        |13.3  |     ~|18.50 |     ~|15.10 |~              |  15|   0
1839|V* V1310 Ori                 |Fl*|081.98413 -06.88294        |14.5  |15.500|     ~|13.600|     ~|~              |   1|   0
1840|V* V603 Cas                  |Fl*|033.68496 +59.79903        |     ~|11.1  |10.7  |     ~|     ~|F0             |   3|   0
1841|GJ 3014                      |Fl*|003.41130363 +80.66578160  |     ~|12.80 |11.12 |10.681| 9.4  |M2.0Ve         |  35|   0
1842|V* V552 Ori                  |Fl*|083.728767 -05.785814      |     ~|15.3  |19.27 |     ~|16.07 |~              |   8|   0
1843|V* V781 Her                  |Fl*|253.67912 +46.90933        |     ~|13.6  |     ~|13.2  |     ~|M3             |   5|   0
1844|V* V667 Mon                  |Fl*|100.0854 +09.4775          |     ~|15.8  |     ~|     ~|     ~|~              |   1|   0
1845|V* V670 Tau                  |Fl*|057.46579 +21.30736        |     ~|17.186|15.631|     ~|13.175|~              |   7|   0
1846|V* V904 Ori                  |Fl*|085.4879 -05.9439          |     ~|11.7  |     ~|     ~|     ~|~              |   3|   0
1847|V* MO Tau                    |Fl*|055.92554 +24.57317        |19.78 |17.02 |15.4  |     ~|     ~|M:             |  23|   0
1848|V* V897 Ori                  |Fl*|085.025629 -06.472275      |15.0  |     ~|     ~|     ~|     ~|~              |   3|   0
1849|LTT 1479                     |Fl*|046.98230566 -28.21971258  |12.755|11.716|10.291| 9.365| 8.372|K8V            |  43|   1
1850|G 172-1                      |Fl*|007.2248239 +50.3758998    |     ~|14.80 |13.17 |12.815|     ~|M3.7V          |  29|   0
1851|V* EV Lac                    |Fl*|341.70721547 +44.33398802  |     ~|11.45 | 8.28 | 9.5  | 8.9  |M4.0V          | 703|   1
1852|V* V617 Cas                  |Fl*|040.62050 +63.21789        |     ~|15.40 |     ~|     ~|     ~|M2             |   2|   0
1853|HD 239960B                   |Fl*|336.998200 +57.695911      |     ~|12.5  |10.30 |10.7  |     ~|M4.0V          | 153|   0
1854|V* V952 Ori                  |Fl*|084.136763 -06.665258      |     ~|20.20 |15.310|15.200|13.544|K7.5           |   8|   0
1855|V* V522 Tau                  |Fl*|056.35267 +25.04406        |15.3  |     ~|     ~|     ~|     ~|~              |   8|   0
1856|V* V431 Tau                  |Fl*|055.390475 +25.113522      |     ~|13.2  |17.30 |     ~|14.50 |~              |  15|   0
1857|V* V538 Ori                  |Fl*|082.66004 -05.42878        |     ~|14.0  |15.5  |14.700|     ~|~              |   6|   0
1858|V* V784 Ori                  |Fl*|083.741400 -05.889344      |15.0  |19.700|16.42 |18.000|13.86 |~              |   7|   0
1859|V* V721 Ori                  |Fl*|083.377895 -05.037462      |     ~|15.90 |     ~|     ~|     ~|M1.5           |   7|   0
1860|Cl* NGC 2264 HAR 9           |Fl*|100.28 +09.58              |     ~|17.0  |     ~|     ~|     ~|~              |   1|   0
1861|V* V1216 Ori                 |Fl*|083.55071 -03.15725        |     ~|17.0  |     ~|16.100|     ~|~              |   2|   0
1862|V* V1124 Ori                 |Fl*|083.94746 -05.22183        |18.031|16.394|15.252|     ~|12.771|M1.5           |  31|   0
1863|V* V842 Ori                  |Fl*|084.151396 -05.609475      |13.5  |13.50 |15.34 |     ~|     ~|M3             |   7|   0
1864|V* CN Cnc                    |Fl*|130.6371 +18.5633          |     ~|16.2  |     ~|     ~|     ~|~              |   3|   0
1865|V* V1296 Ori                 |Fl*|083.966755 -06.167134      |15    |16.65 |14.4  |13.29 |     ~|K2.0           |  28|   0
1866|V* V631 Tau                  |Fl*|056.10338 +24.76842        |13.5  |16.97 |     ~|     ~|     ~|M1.5           |  15|   0
1867|V* V1004 Tau                 |Fl*|055.74492 +23.57503        |13.1  |17.5  |     ~|     ~|     ~|~              |   4|   0
1868|V* V924 Tau                  |Fl*|067.5554 +25.1628          |     ~|14.2  |     ~|     ~|     ~|~              |   5|   0
1869|V* V2043 Cyg                 |Fl*|312.82308 +40.89475        |     ~|15.9  |     ~|     ~|     ~|~              |   2|   0
1870|V* V946 Tau                  |Fl*|069.45987 +24.86969        |     ~|14.1  |     ~|13.200|     ~|~              |   4|   0
1871|V* V1601 Cyg                 |Fl*|313.295408 +43.273997      |15.4  |18.5  |     ~|16.8  |     ~|~              |   2|   0
1872|[PMF2009] V294               |Fl*|163.43650 -61.40014        |     ~|     ~|19.30 |     ~|     ~|~              |   1|   0
1873|V* EQ Cnc                    |Fl*|130.342 +19.855            |     ~|17.1  |     ~|     ~|     ~|~              |   1|   0
1874|V* V606 Cas                  |Fl*|035.559071 +59.614742      |     ~|12.84 |12.88 |     ~|     ~|A0V            |   3|   0
1875|V* V1029 Sco                 |Fl*|247.10137 -25.23453        |15.0  |17.800|     ~|15.500|     ~|~              |   3|   0
1876|V* V792 Tau                  |Fl*|056.892 +24.853            |13.4  |     ~|     ~|     ~|     ~|~              |   3|   0
1877|V* V1158 Ori                 |Fl*|081.93271 -04.08972        |     ~|16.3  |     ~|16.400|     ~|~              |   3|   0
1878|GJ 3166                      |Fl*|038.8441603 +23.5751720    |     ~|     ~|13.614|13.187|     ~|M3.5           |  20|   0
1879|V* V624 Cas                  |Fl*|047.873221 +60.593339      |     ~|11.75 |11.32 |11.3  |     ~|~              |   1|   0
1880|V* V1613 Cyg                 |Fl*|316.02717 +43.58986        |15.9  |     ~|     ~|     ~|     ~|~              |   2|   0
1881|V* V714 Ori                  |Fl*|083.2983 -04.9925          |     ~|17.0  |     ~|     ~|     ~|~              |   3|   0
1882|V* V392 Tau                  |Fl*|058.086031 +24.565491      |14.9  |14.70 |     ~|     ~|     ~|~              |  16|   0
1883|V* V625 Cas                  |Fl*|048.04342 +61.95194        |     ~|14.4  |     ~|     ~|     ~|~              |   1|   0
1884|KKO 48                       |Fl*|082.229 -04.698            |     ~|17.1  |     ~|     ~|     ~|~              |   1|   0
1885|V* V575 Ori                  |Fl*|083.962904 -05.119136      |     ~|16.4  |14.56 |15.7  |12.42 |~              |  22|   1
1886|V* V713 Tau                  |Fl*|056.69642 +23.29319        |     ~|16.7  |     ~|16.000|     ~|~              |   8|   0
1887|V* V937 Ori                  |Fl*|083.644527 -06.141063      |     ~|14.8  |17.876|     ~|15.382|M3.4           |   5|   0
1888|V* V1256 Ori                 |Fl*|085.15358 -03.94267        |14.5  |15.200|     ~|14.200|     ~|~              |   1|   0
1889|V* V1049 Tau                 |Fl*|057.79058 +23.94953        |14.6  |15.400|     ~|15.400|     ~|~              |   1|   0
1890|V* V917 Tau                  |Fl*|067.10138 +24.73736        |     ~|16.1  |     ~|15.800|     ~|~              |   3|   0
1891|V* V601 Tau                  |Fl*|055.215865 +23.230789      |     ~|19.4  |17.80 |     ~|14.90 |~              |  10|   0
1892|GJ 3467                      |Fl*|119.53792 +07.28375        |     ~|14.7  |13.77 |13.492|10.5  |M5V            |  14|   0
1893|V* PV Ori                    |Fl*|084.19621 -05.50953        |     ~|15.7  |     ~|16.100|     ~|~              |   6|   0
1894|V* V667 Tau                  |Fl*|057.39546 +23.45469        |14.0  |15.705|14.348|     ~|12.479|~              |  19|   0
1895|GJ 3275                      |Fl*|065.534463 +19.256067      |     ~|12.67 |12.55 |12.86 |     ~|M3             |  20|   0
1896|V* V983 Ori                  |Fl*|083.85104 -04.36792        |     ~|17.9  |     ~|16.600|     ~|~              |   2|   0
1897|V* V768 Ori                  |Fl*|083.689404 -05.035522      |     ~|16.5  |16.01 |     ~|13.66 |~              |  17|   0
1898|V* MM Tau                    |Fl*|055.90250 +23.45394        |14.0  |14.00 |14.51 |     ~|     ~|M:             |  30|   0
1899|V* V379 Ori                  |Fl*|083.962729 -05.252525      |17.802|16.338|15.268|     ~|13.154|K7             |  31|   0
1900|V* V1129 Ori                 |Fl*|084.036200 -05.350600      |     ~|17.900|16.58 |17.800|13.800|M4             |  19|   0
1901|V* V754 Ori                  |Fl*|083.643574 -04.686277      |16.1  |16.20 |14.71 |     ~|     ~|K6             |  10|   0
1902|V* FF Tau                    |Fl*|068.837092 +22.906736      |17.57 |15.73 |     ~|12.800|     ~|M9V:           |  54|   1
1903|V* V441 Tau                  |Fl*|056.31938 +24.57569        |     ~|17.75 |16.18 |     ~|13.70 |~              |  23|   0
1904|V* V556 Tau                  |Fl*|057.67963 +25.32828        |     ~|15.7  |     ~|16.100|     ~|~              |   7|   0
1905|V* V1057 Tau                 |Fl*|058.42008 +24.05086        |14.9  |14.900|     ~|14.700|     ~|~              |   2|   0
1906|GJ 3146                      |Fl*|034.1245015 +13.5867748    |     ~|17.77 |15.804|15.635|11.3  |M5.0Ve         |  31|   0
1907|V* V454 Tau                  |Fl*|056.775937 +24.303511      |     ~|17    |     ~|15.200|     ~|~              |   9|   0
1908|2MASS J01214709+3801195      |Fl*|020.44621 +38.02208        |     ~|16.23 |14.58 |13.7  |11.3  |~              |   4|   0
1909|V* QZ Tau                    |Fl*|056.941293 +24.633755      |     ~|13.20 |18.3  |     ~|15.23 |~              |  12|   0
1910|UCAC4 672-063345             |Fl*|270.0858045 +44.3087687    |     ~|12.8  |11.968|11.453|10.1  |~              |   4|   0
1911|V* V719 Ori                  |Fl*|083.368837 -05.290631      |15.2  |15.01 |15.04 |16.300|13.22 |M0.0           |  15|   0
1912|V* V884 Tau                  |Fl*|058.360617 +25.522800      |15.9  |15.100|     ~|14.400|     ~|~              |   6|   0
1913|V* V1497 Cyg                 |Fl*|315.0354 +43.5189          |16.0  |18.66 |     ~|     ~|     ~|~              |   3|   0
1914|V* V1106 Tau                 |Fl*|068.31004 +24.36003        |19.32 |16.0  |     ~|     ~|     ~|~              |   2|   0
1915|V* V1837 Ori                 |Fl*|074.02921 +12.90422        |     ~|     ~|21.1  |     ~|     ~|~              |   2|   0
1916|V* FL Tau                    |Fl*|056.78558 +23.71081        |     ~|14.86 |13.51 |     ~|     ~|K5V:           |  37|   0
1917|V* V460 Tau                  |Fl*|057.12400 +23.96836        |     ~|14.8  |19.30 |     ~|15.50 |~              |  17|   0
1918|V* V900 Ori                  |Fl*|085.15592 -03.43444        |     ~|18.800|18.1  |16.900|     ~|~              |   2|   0
1919|GJ 3171                      |Fl*|039.277200 +06.915583      |     ~|     ~|16.0  |     ~|     ~|M5             |  13|   0
1920|V* FH Cnc                    |Fl*|131.746 +20.583            |13.5  |     ~|     ~|     ~|     ~|~              |   1|   0
1921|V* LS Vel                    |Fl*|128.77975 -53.07367        |     ~|14.5  |     ~|16.100|     ~|~              |   1|   0
1922|V* V871 Tau                  |Fl*|057.10513 +24.24061        |14.7  |18.6  |17.63 |     ~|14.44 |~              |  16|   0
1923|[GKL99] 40                   |Fl*|019.3513 +65.4356          |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
1924|[PMA2012] V014               |Fl*|198.26296 -64.65097        |     ~|     ~|17.52 |     ~|     ~|~              |   1|   0
1925|GJ 1250                      |Fl*|302.074421 +33.303403      |     ~|16.70 |14.967|14.444|11.2  |M4.5V          |  21|   0
1926|V* V558 Tau                  |Fl*|057.85779 +24.79419        |     ~|17.827|16.232|     ~|13.554|~              |  18|   0
1927|KKO 138                      |Fl*|083.700 -04.385            |     ~|18.2  |     ~|     ~|     ~|~              |   1|   0
1928|V* V770 Ori                  |Fl*|083.69071 -05.72886        |     ~|     ~|17.2  |     ~|     ~|~              |  10|   0
1929|V* V905 Ori                  |Fl*|085.52417 -05.42953        |     ~|17.700|     ~|15.200|     ~|~              |   1|   0
1930|[LHJ2007] J161503.64-235417.7|Fl*|243.764996 -23.904898      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
1931|V* AX Scl                    |Fl*|000.36021 -30.43028        |     ~|15    |18.10 |17.100|     ~|~              |   3|   0
1932|V* V768 Tau                  |Fl*|058.16213 +25.84047        |16.6  |     ~|17.80 |     ~|14.80 |~              |  12|   0
1933|V* V1052 Tau                 |Fl*|057.87917 +24.34725        |14.5  |15.400|     ~|15.500|     ~|~              |   2|   0
1934|V* V1109 Tau                 |Fl*|068.580492 +22.398675      |     ~|15.800|     ~|14.300|     ~|~              |   1|   0
1935|EXO 0235.2-5216              |Fl*|039.21546 -52.05103        |     ~|13.59 |12.411|     ~| 9.727|M2Ve           |  35|   0
1936|V* V1248 Ori                 |Fl*|084.428290 -06.671145      |14.8  |14.59 |13.534|     ~|12.168|K2.4           |   9|   0
1937|V* V943 Ori                  |Fl*|083.87913 -07.03569        |     ~|16.74 |     ~|14.800|     ~|~              |   4|   0
1938|V* OR Tau                    |Fl*|056.325585 +25.099545      |15.7  |15.69 |14.32 |     ~|12.65 |~              |  23|   0
1939|GJ 3179 B                    |Fl*|041.42163 +44.95086        |     ~|18.1  |15.00 |13.6  |     ~|~              |  10|   0
1940|GJ 791.2                     |Fl*|307.451435 +09.688957      |14.8  |14.69 |13.04 |12.728| 9.4  |M4.5V          | 105|   0
1941|GJ 3515                      |Fl*|132.710925 +52.896178      |     ~|17.18 |15.40 |14.7  |11.4  |M4.5V          |  14|   0
1942|V* HZ Tau                    |Fl*|055.16679 +24.73586        |14.8  |17.5  |16.20 |15.3  |13.73 |M              |  13|   0
1943|GJ 3855                      |Fl*|217.657829 +59.723594      |     ~|19.7  |17.88 |16.8  |13.31 |M6.5V          |  51|   0
1944|V* V1030 Tau                 |Fl*|054.75671 +23.52322        |15.6  |15.800|     ~|14.600|     ~|~              |   1|   0
1945|HPRA 282                     |Fl*|083.80 -04.42              |     ~|15.59 |15.52 |     ~|     ~|~              |   2|   0
1946|V* V597 Cas                  |Fl*|029.9739042 +60.2161278    |     ~|11.57 |10.80 |     ~|     ~|B...           |   7|   0
1947|V* LL Tau                    |Fl*|055.5196 +25.8858          |     ~|17.0  |     ~|     ~|     ~|~              |   4|   0
1948|V* OT Tau                    |Fl*|056.37325 +23.76053        |15.973|14.611|13.385|     ~|11.891|Ke             |  39|   0
1949|V* V687 Ori                  |Fl*|082.67792 -04.12847        |     ~|13.6  |     ~|14.200|     ~|~              |   6|   0
1950|V* V848 Tau                  |Fl*|055.97675 +23.35456        |16.5  |15.600|     ~|14.300|     ~|~              |   5|   0
1951|V* V375 Tau                  |Fl*|057.723804 +23.716933      |14.9  |14.90 |     ~|14.400|     ~|K              |  10|   0
1952|GJ 3240                      |Fl*|054.39113 +17.85014        |     ~|14.83 |13.29 |12.979|10.2  |M4.2+M4.3      |  18|   0
1953|V* DN Cnc                    |Fl*|129.6829 +19.2903          |15.8  |     ~|     ~|     ~|     ~|~              |   2|   0
1954|V* V1067 Ori                 |Fl*|083.3679 -03.2072          |     ~|15.4  |     ~|     ~|     ~|~              |   2|   0
1955|V* V777 Ori                  |Fl*|083.7288 -04.4569          |15.8  |15.80 |     ~|     ~|     ~|~              |   3|   0
1956|V* V886 Sco                  |Fl*|245.99683 -25.98378        |13.8  |16.700|     ~|14.500|     ~|~              |   3|   0
1957|V* FL Aqr                    |Fl*|339.68879 -20.61442        |13.2  |13.04 |11.43 |10.29 | 8.77 |M3.5V          | 122|   1
1958|V* V382 Tau                  |Fl*|057.85554 +23.88933        |     ~|15.419|14.060|     ~|12.392|K9V:           |  30|   0
1959|V* V931 Tau                  |Fl*|068.34900 +25.58742        |     ~|14.3  |     ~|     ~|     ~|~              |   4|   0
1960|V* V1008 Tau                 |Fl*|056.37846 +22.55772        |14.8  |     ~|     ~|     ~|     ~|~              |   2|   0
1961|BD+02 305                    |Fl*|029.80158125 +03.51924582  |     ~|     ~|     ~|     ~|     ~|M1V+M3V        |  28|   1
